minute,generation_kW,demand_kW,direct_kW,charge_kW,discharge_kW,grid_kW,unserved_kW,curtailed_kW,stored_kWh,reserve_kWh,gridAvailable,primaryGeneration_kW,companionGeneration_kW,baselineDemand_kW,shiftedOut_kW,shiftedIn_kW,gridRequested_kW,gridLimited_kW,gridUnavailable_kW,gridCapacity_kW,gridHeadroom_kW
167,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.3166702734257494,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
168,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.3399149691045151,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
169,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.3631596647832809,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
170,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.3864043604620466,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
171,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.4096490561408124,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
172,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.4328937518195781,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
173,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.4561384474983439,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
174,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.4793831431771096,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
175,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.5026278388558754,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
176,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.5258725345346411,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
177,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.5491172302134069,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
178,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.5723619258921726,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
179,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.5956066215709384,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
180,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.618851317249704,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
181,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.6420960129284699,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
182,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.6653407086072356,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
183,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.6885854042860013,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
184,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.711830099964767,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
185,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.7350747956435328,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
186,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.7583194913222986,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
187,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.7815641870010643,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
188,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.80480888267983,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
189,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.8280535783585958,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
190,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.8512982740373616,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
191,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.8745429697161273,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
192,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.897787665394893,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
193,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.9210323610736588,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
194,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.9442770567524246,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
195,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.9675217524311903,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
196,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,1.990766448109956,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
197,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.014011143788722,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
198,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.0372558394674876,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
199,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.0605005351462533,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
200,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.083745230825019,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
201,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.106989926503785,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
202,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.1302346221825506,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
203,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.1534793178613163,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
204,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.176724013540082,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
205,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.199968709218848,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
206,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.2232134048976135,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
207,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.2464581005763793,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
208,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.269702796255145,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
209,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.292947491933911,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
210,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.3161921876126765,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
211,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.3394368832914423,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
212,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.362681578970208,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
213,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.3859262746489738,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
214,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.4091709703277395,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
215,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.4324156660065053,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
216,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.455660361685271,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
217,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.4789050573640368,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
218,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.5021497530428025,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
219,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.5253944487215683,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
220,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.548639144400334,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
221,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.5718838400790998,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
222,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.5951285357578655,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
223,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.6183732314366313,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
224,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.641617927115397,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
225,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.6648626227941627,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
226,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.6881073184729285,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
227,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.7113520141516942,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
228,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.73459670983046,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
229,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.7578414055092257,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
230,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.7810861011879915,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
231,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.8043307968667572,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
232,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.827575492545523,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
233,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.8508201882242887,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
234,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.8740648839030545,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
235,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.8973095795818202,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
236,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.920554275260586,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
237,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.9437989709393517,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
238,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.9670436666181175,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
239,2.886735731054311,1.4,1.4,1.4867357310543112,0,0,0,0,2.990288362296883,0,true,2.886735731054311,0,1.4,0,0,0,0,0,,
240,0,0,0,0,0,0,0,0,3.013533057975649,0,true,0,0,0,0,0,0,0,0,0,0
