"RepresentativePath","TopArea","Extension","Lines","Bytes","DuplicateCount","DuplicatePaths","Sha256"
"dev-tools/check_plugin_files.cjs","dev-tools",".cjs","97","5561",,"dev-tools/check_plugin_files.cjs","F04F6A305DD0D5C19582A3716E7614648C950ADE76A1E7BBE63D12830685ECB4"
"dev-tools/check_plugin_guards.cjs","dev-tools",".cjs","133","6365",,"dev-tools/check_plugin_guards.cjs","04630754715A5984F8A2E419FE3961A025287750C5C03156720C5C5CD6BCA888"
"dev-tools/check_render_refs.cjs","dev-tools",".cjs","253","15846",,"dev-tools/check_render_refs.cjs","207C93B87871632C01129A0B0C6E21F19F91411AA346A2FEC83CAC148BE1C847"
"dev-tools/check_research_drift.cjs","dev-tools",".cjs","122","5039",,"dev-tools/check_research_drift.cjs","EB600044BC08206C8A929BD239F0A514928669E95195E13EB55640F63697EAAC"
"dev-tools/check_sample_lessons.cjs","dev-tools",".cjs","134","5169",,"dev-tools/check_sample_lessons.cjs","E4F175574437688DE173E5BB490A0112C6445B1902BA3CC7C132428A8E93449F"
"dev-tools/check_secrets.cjs","dev-tools",".cjs","173","8629",,"dev-tools/check_secrets.cjs","64300629B0D5046FD28015487B828AAE8B4B241B86D5187D72FCE8FE082CA8AF"
"dev-tools/check_sel_a11y.cjs","dev-tools",".cjs","438","16136",,"dev-tools/check_sel_a11y.cjs","558A74FABDA6406F01016BD49E5238FC8765F570955AAADFA880A4F25004BBC7"
"dev-tools/check_sel_browser_qa.cjs","dev-tools",".cjs","916","40042",,"dev-tools/check_sel_browser_qa.cjs","1F42EA42437DC8C99251066F19509283AF26148D26FA2BBD990A096197620A27"
"dev-tools/check_sel_hub_wcag.cjs","dev-tools",".cjs","420","16217",,"dev-tools/check_sel_hub_wcag.cjs","2C42D28B9F38A77ED71CACF42F4D0D9ECE17C2781C28851EA1DC7DA0AE9EF9D5"
"dev-tools/check_sel_render.cjs","dev-tools",".cjs","201","9737",,"dev-tools/check_sel_render.cjs","4E6F5D357442522C8DF7FDD64CA61067D633B37B76D6CADB8EC6BC3E7D7B85CF"
"dev-tools/check_sel_tool_interactions.cjs","dev-tools",".cjs","436","16606",,"dev-tools/check_sel_tool_interactions.cjs","3F39B851B62612A26CF1BFBFD948DFFACE9110229B61D1FC40C32FB2F8A91603"
"dev-tools/check_sel_visual_qa.cjs","dev-tools",".cjs","554","24941",,"dev-tools/check_sel_visual_qa.cjs","2DEC047BE9E75FF883570EF67C6575C834C9CEC6ACA43C3283A8D823F223C298"
"dev-tools/check_silent_catch.cjs","dev-tools",".cjs","170","7604",,"dev-tools/check_silent_catch.cjs","886CC17BD8A3F171B81B7696AD21104C7A8880B072D99FA3CD245A7C3ECC3003"
"dev-tools/check_silent_catch_risky.cjs","dev-tools",".cjs","265","10670",,"dev-tools/check_silent_catch_risky.cjs","281B855C63B283A180247F693D26E4FFCB0515982FB8BA447E480FA1E7D026AC"
"dev-tools/check_source_freshness.cjs","dev-tools",".cjs","150","6273",,"dev-tools/check_source_freshness.cjs","38981AFDE51EC49FB81BD71A41F2DE1B05B1D47BD395831F0E9186AAB3AA252B"
"dev-tools/check_source_pair_drift.js","dev-tools",".js","121","4562",,"dev-tools/check_source_pair_drift.js","3358B63CD0EAFC50223DDDEFC6118EC6F0E7DAE3A22B4A47DE4E934CCDCA672A"
"dev-tools/check_stem_a11y.cjs","dev-tools",".cjs","921","36467",,"dev-tools/check_stem_a11y.cjs","C18B33ACEADA575BCA30ABD0DB50B894107ECB92D3C69C523015E5CF90209C6A"
"dev-tools/check_stem_behavior.cjs","dev-tools",".cjs","926","51205",,"dev-tools/check_stem_behavior.cjs","200FFEB25EB56340A1CA03A0C7306DEB304F7268086CBF37EDA8A0C3A33E6407"
"dev-tools/check_stem_ctx.cjs","dev-tools",".cjs","306","14135",,"dev-tools/check_stem_ctx.cjs","51B94499F76EBC9BBE0CECEDEA4B1CB34662887108B4BF476C230F343BF74328"
"dev-tools/check_stem_render.cjs","dev-tools",".cjs","269","13973",,"dev-tools/check_stem_render.cjs","B1390B4C6C3B50D3AA328F5C7161514C31AF88046BF5DCD6A6F07AEF7267FB93"
"dev-tools/check_stem_tile_catalog.cjs","dev-tools",".cjs","212","9881",,"dev-tools/check_stem_tile_catalog.cjs","38DF70604C9E86EB0B99BBFAF148598AA576EFDD54C0B530FED34F8A02185EC8"
"dev-tools/check_stem_visual_qa.cjs","dev-tools",".cjs","845","36457",,"dev-tools/check_stem_visual_qa.cjs","700FF4A4A2A172BDBCD3A32B96E75DA41180175DAADFB91E74C9C2F13B0980AD"
"dev-tools/check_tool_contract.cjs","dev-tools",".cjs","273","14291",,"dev-tools/check_tool_contract.cjs","0B03026B0118745B56A693DC2BBE85EDE14D2995A133348C9B47D6B14FF27D5E"
"dev-tools/check_tool_registry.cjs","dev-tools",".cjs","310","14827",,"dev-tools/check_tool_registry.cjs","91C8AF162F4EEA42B94A26168232B31C96C6E6F85205C6A86B66E9C08896472E"
"dev-tools/check_translation_keys.cjs","dev-tools",".cjs","262","12902",,"dev-tools/check_translation_keys.cjs","3177A5100D5C060DB1D57573265AA086A173676F446856CBFC7B009ED1496149"
"dev-tools/check_view_props.cjs","dev-tools",".cjs","348","17548",,"dev-tools/check_view_props.cjs","87B2F9447EDE59E24E7731098046635B3F16443BAECCFAB421769971AC24C66B"
"dev-tools/check_window_icons.cjs","dev-tools",".cjs","259","10923",,"dev-tools/check_window_icons.cjs","820D7F02C9556C98458F76F0705251C213A5E052A08FD86361382F1141725CF1"
"dev-tools/check_xss_surface.cjs","dev-tools",".cjs","187","7760",,"dev-tools/check_xss_surface.cjs","29AB34BAFD430EE8F96A7C3CA0489F460418CAF995D436A015DAF0A9E0E92993"
"dev-tools/debug/stem_reading_order_probe.cjs","dev-tools",".cjs","24","1767",,"dev-tools/debug/stem_reading_order_probe.cjs","36A8451E2638E3529C83352FAE1212E11C0532C12548E21C5725EC21F02DE7C8"
"dev-tools/debug/stem_real_pdf_tag_probe.cjs","dev-tools",".cjs","172","9585",,"dev-tools/debug/stem_real_pdf_tag_probe.cjs","24652FA3EF1F920C4D6B286559B7B7D09A25C05FB134B3191F2575E135C89ADA"
"dev-tools/debug/stem_text_quality_probe.cjs","dev-tools",".cjs","86","5344",,"dev-tools/debug/stem_text_quality_probe.cjs","A0525128E060B1E7E1728E30B3F143029962CDB19F730E6E247FA88A2DCB9DA4"
"dev-tools/debug/tag_tree_live_harness.cjs","dev-tools",".cjs","375","19024",,"dev-tools/debug/tag_tree_live_harness.cjs","3AF3201BFEA88F9B77E524B889C228C68EEC418DD826EF166BE20E269B418384"
"dev-tools/debug/tag_tree_repro.cjs","dev-tools",".cjs","425","20352",,"dev-tools/debug/tag_tree_repro.cjs","BCD47CC588D4B79B66729A56D2A6BB5A1153F50C0C005F7A829861380FB06EE7"
"dev-tools/demo/cheerpj_verapdf_spike.html","dev-tools",".html","203","12339",,"dev-tools/demo/cheerpj_verapdf_spike.html","ACA55FEB7E2A37F7287DEDF094378D8D9FBBB0AB7615484E1CE0FDB053FC6D26"
"dev-tools/demo/closed_loop_harness.cjs","dev-tools",".cjs","84","5195",,"dev-tools/demo/closed_loop_harness.cjs","F9A9277D3B61EA8F0E2967D808CEF16E46987B20038FD7B6AE61ACD839D9CC2A"
"dev-tools/demo/coload_driver.cjs","dev-tools",".cjs","44","2524",,"dev-tools/demo/coload_driver.cjs","F2583E6CCDF060792EF66F65C640E4EFC26B0AAA72EDA1B4C1238C15E1751340"
"dev-tools/demo/exported_pdf_validator.cjs","dev-tools",".cjs","359","16228",,"dev-tools/demo/exported_pdf_validator.cjs","D52D27703444559F191BDA6140BF9BF3FBB16E69D242DA377969CB213503C6EB"
"dev-tools/demo/font_driver.cjs","dev-tools",".cjs","44","2510",,"dev-tools/demo/font_driver.cjs","F9941DA8F2A4B7D727D6839B28361DC25C7C67A29A6963C48769BE6D878615DF"
"dev-tools/demo/generate_big_pdf.cjs","dev-tools",".cjs","37","2115",,"dev-tools/demo/generate_big_pdf.cjs","0BA9B8D60B9A753316B6161DAC4709466D68EE80C7952DD1B8FDB304791EE5C9"
"dev-tools/demo/generate_sample_pdf.cjs","dev-tools",".cjs","24","1369",,"dev-tools/demo/generate_sample_pdf.cjs","BA7F725E3C6AEC6BD1408B5B9697C5EB6B4603E5E71FAF6BD602FE478288CD18"
"dev-tools/demo/inspect_structtree.cjs","dev-tools",".cjs","99","5400",,"dev-tools/demo/inspect_structtree.cjs","887D1C9E107D70C11F07F607DF5DE86A5D114CDA2BC67C2776C4F9F586DFBE56"
"dev-tools/demo/opener.html","dev-tools",".html","20","1135",,"dev-tools/demo/opener.html","C2CD3194FBA4D56DAEBB006169C7BAA10C585BB7C489AD51CC64EFD7200C2712"
"dev-tools/demo/pdfbox_cheerpj_spike.html","dev-tools",".html","27","1451",,"dev-tools/demo/pdfbox_cheerpj_spike.html","84993D5E4F7D3304C8BDAEBFC7B30A53D2300A5B6BF85CF505AF5FF7B4334F70"
"dev-tools/demo/pdfbox_font_embed.html","dev-tools",".html","100","6099",,"dev-tools/demo/pdfbox_font_embed.html","86CDE1DA1BE88AC1A8C9C32165FD02E6B332539F2D3E907918739B8E058CF352"
"dev-tools/demo/pdfbox_structural_repair.html","dev-tools",".html","143","8722",,"dev-tools/demo/pdfbox_structural_repair.html","98F13D9F578C7171138086B3DA90F31E6B312457F1D00E20514A5045FC2726C8"
"dev-tools/demo/pdfbox_verapdf_coload.html","dev-tools",".html","110","5817",,"dev-tools/demo/pdfbox_verapdf_coload.html","F64F543B218F819C056FC29B12C419EADB714EE53651DF9D9A90FD81D34C5006"
"dev-tools/demo/run_cheerpj_spike.cjs","dev-tools",".cjs","104","4828",,"dev-tools/demo/run_cheerpj_spike.cjs","DC30EFBA1E08DF25D2CFBBFA67DA67DFE6DD401420CDBC9C532DE2E625D0A892"
"dev-tools/demo/run_verapdf_stage2.cjs","dev-tools",".cjs","80","3502",,"dev-tools/demo/run_verapdf_stage2.cjs","BB1294DF7C106C72BDF1EC6032BCFD0A20945CCEA6E7EF907AC5DFBF64354E8B"
"dev-tools/demo/scanned_tag_harness.cjs","dev-tools",".cjs","138","8510",,"dev-tools/demo/scanned_tag_harness.cjs","984AAA9F8F4A940CAFC860814E2459A65CDC27A94396F27DE83022AFC4FAA315"
"dev-tools/demo/stage2.html","dev-tools",".html","31","1400",,"dev-tools/demo/stage2.html","3B4D8EA4A93EF85A525CC742C11DBE71650267FC16278A9BE0BA7C29D7BAE478"
"dev-tools/demo/stage2_lib.html","dev-tools",".html","53","2220",,"dev-tools/demo/stage2_lib.html","8BA95C83E41AF76E33AC11830B2DC73E2A8A92ED096C3F35B2297B999EAA01EC"
"dev-tools/demo/stage2_warmbig.html","dev-tools",".html","56","2280",,"dev-tools/demo/stage2_warmbig.html","D43E222D1286E8F403BABE5456DF7C914892A8FA20540C823D1AB52219D3E958"
"dev-tools/demo/struct_driver.cjs","dev-tools",".cjs","44","2533",,"dev-tools/demo/struct_driver.cjs","57089C18D04574EFE5CFB348A62021B2AE7212B48A8E9C2FBF18EDF7056A6550"
"dev-tools/demo/test_driver.cjs","dev-tools",".cjs","45","2482",,"dev-tools/demo/test_driver.cjs","D829370C369D26AC23FAB5478A31C06661C2622A6397E011FF1813623B7840E0"
"dev-tools/demo/test_remediate.cjs","dev-tools",".cjs","54","3318",,"dev-tools/demo/test_remediate.cjs","86880144CCDFC4F26724DEE80714BB9C4763D0EC7DD89044A1CBC769DB4C482C"
"dev-tools/demo/test_remediate_structural.cjs","dev-tools",".cjs","73","5459",,"dev-tools/demo/test_remediate_structural.cjs","2E75DAB7C719624FE2C0A3D4074E6AFEE194A14888F71E4B5C0A6A64038B2681"
"dev-tools/demo/test_validator.cjs","dev-tools",".cjs","56","2999",,"dev-tools/demo/test_validator.cjs","3A0347058D61335FA474DF8F159E2311B0419C40C825393576F7A3103C36B787"
"dev-tools/demo/verapdf_check.cjs","dev-tools",".cjs","263","11269",,"dev-tools/demo/verapdf_check.cjs","F5DA89EF2A24848572506DE4308D956BC30BED25E6D4482B6FA3E77166B377D3"
"dev-tools/demo/verapdf_client.js","dev-tools",".js","119","5438",,"dev-tools/demo/verapdf_client.js","62D1D8DC5457C7098C2B3753628F8DCAE1966F8D2051D3CC235248E197FC96DC"
"dev-tools/demo/verapdf_validator.html","dev-tools",".html","421","27144",,"dev-tools/demo/verapdf_validator.html","A33872E25CBF4F088C3B7094D8C3303F0EF18FF88A210F14232B00663BA3B71C"
"dev-tools/enumerate_block_scope_aware.js","dev-tools",".js","154","7891",,"dev-tools/enumerate_block_scope_aware.js","7244212CB3D7AF5725A76D98D9ABF0D5E01F062D58E534ECE1E9EC12B728FFA8"
"dev-tools/export_visual_gallery.cjs","dev-tools",".cjs","346","12419",,"dev-tools/export_visual_gallery.cjs","CF463C9ADDEB3827301ED49937B893AC162ECC519064CDDAEF8345CBD3611F85"
"dev-tools/find_cream_contrast.cjs","dev-tools",".cjs","93","4707",,"dev-tools/find_cream_contrast.cjs","CF052E6CBABF0B4980026F3891D9589D2A3CFE71761CC005238C4C2249E3AD2E"
"dev-tools/forge_contract_core.js","dev-tools",".js","262","14436",,"dev-tools/forge_contract_core.js","7605635792713B2FDCCB294E0FDF90E3BFC37C551968BDB2300AC14388423FEE"
"dev-tools/gen_docsuite_theme.cjs","dev-tools",".cjs","324","15672",,"dev-tools/gen_docsuite_theme.cjs","86DB0CCE0F32E64EF325593C012E56C76A6464059C2E7D71A67E98E9C68401B6"
"dev-tools/gen_wcag_coverage.cjs","dev-tools",".cjs","223","14768",,"dev-tools/gen_wcag_coverage.cjs","5B27563337F3B82931706138E72E3DBE80D52027261C87184DEC635E77571FA6"
"dev-tools/i18n/add_help_mode_pdf_audit.cjs","dev-tools",".cjs","2014","554812",,"dev-tools/i18n/add_help_mode_pdf_audit.cjs","2B6CC114B2B88ADC0ABF0D707C1B4881905CD7ACE48A9EB7EFCE9F3DA6A43081"
"dev-tools/i18n/apply_audit_fixes_20260604.cjs","dev-tools",".cjs","146","6051",,"dev-tools/i18n/apply_audit_fixes_20260604.cjs","8AC1B15BA316DC50CD8B83E8DE83E544E35B2B3316C6BF47E975751291773E98"
"dev-tools/i18n/apply_ci_guard_fixes_20260605.cjs","dev-tools",".cjs","144","6568",,"dev-tools/i18n/apply_ci_guard_fixes_20260605.cjs","1463291447E21069CC612D44F1FC86E6C003B9547E1D2CE41E586584173AA093"
"dev-tools/i18n/apply_hand_translations.cjs","dev-tools",".cjs","90","3305",,"dev-tools/i18n/apply_hand_translations.cjs","E7924A9D147749DBC8673F17872F65A31F2106E545CE9D518435F794F001ABE4"
"dev-tools/i18n/apply_help_mode_translations.cjs","dev-tools",".cjs","54","2435",,"dev-tools/i18n/apply_help_mode_translations.cjs","E1BA32F7E402F957655C186169B1DBC71949E804F0C01C34ABBF33C7584AFEEC"
"dev-tools/i18n/apply_stem_tool_translations.cjs","dev-tools",".cjs","40","2387",,"dev-tools/i18n/apply_stem_tool_translations.cjs","E8A856EEC15E6AFC41134915B60D107873E75AD4E61FF495F4FA6CD2042F6697"
"dev-tools/i18n/apply_word_sounds_translations.cjs","dev-tools",".cjs","71","3142",,"dev-tools/i18n/apply_word_sounds_translations.cjs","47253C4F16DE89EB7A3DAF33EC19D5E37AB533437F5CB79843B5691CDB813E1D"
"dev-tools/i18n/bless_lang_sources.cjs","dev-tools",".cjs","88","4069",,"dev-tools/i18n/bless_lang_sources.cjs","0D894058B7D734D6A30DF910E80081D2ABFE41667743EABC43CDA70A24BACF99"
"dev-tools/i18n/check_lang_staleness.cjs","dev-tools",".cjs","95","4283",,"dev-tools/i18n/check_lang_staleness.cjs","0D6E2AD303C5EAED00B2A76219B2BBC8A48A03EBF2192F67402F1599F3ECE4FE"
"dev-tools/i18n/check_safety_string_spanglish.cjs","dev-tools",".cjs","177","9821",,"dev-tools/i18n/check_safety_string_spanglish.cjs","8D0B159C56E9C5B048D24AF41444585B0B48A96E4ACDBFE6006ED4E7232DFDD8"
"dev-tools/i18n/check_translation_quality.cjs","dev-tools",".cjs","264","9714",,"dev-tools/i18n/check_translation_quality.cjs","FB5033083B77D2B8B353D0C2826AABFC471E0C6644DEDBB359265C2834CF7A1C"
"dev-tools/i18n/detect_spanglish.cjs","dev-tools",".cjs","106","3493",,"dev-tools/i18n/detect_spanglish.cjs","B269B66D1CC6105AEA0B4685CE9A49C65412D5D16823FC252FECB96A2C148D1A"
"dev-tools/i18n/extract_behavior_lens_keys.cjs","dev-tools",".cjs","189","9246",,"dev-tools/i18n/extract_behavior_lens_keys.cjs","A8157B2DAA01EC497D4922416C08C168BF60F5C64AEA885DCDDB26A443150034"
"dev-tools/i18n/extract_cmd_keys.cjs","dev-tools",".cjs","65","2915",,"dev-tools/i18n/extract_cmd_keys.cjs","5A003337C33ED272CD52F177FEDFFB5F6BB6789257285BC0F11B18B3636319AE"
"dev-tools/i18n/extract_passthroughs.cjs","dev-tools",".cjs","74","2746",,"dev-tools/i18n/extract_passthroughs.cjs","7AA6C8FFC00E4CE258BA11515008072B8D7027997D3A0F4CEFE0B6157386F32B"
"dev-tools/i18n/extract_stem_tool_en.cjs","dev-tools",".cjs","32","1455",,"dev-tools/i18n/extract_stem_tool_en.cjs","4850E5F0241D4648B253E0A90D26DB3FC03AAC5BE723DA04A8ED091F3D787109"
"dev-tools/i18n/help_mode_gap_report.cjs","dev-tools",".cjs","52","2489",,"dev-tools/i18n/help_mode_gap_report.cjs","7C55EC008D2ADDB16893CB24646A5A6AAA57CAF6AB83A06AB054AF2DA06A5F12"
"dev-tools/i18n/ingest_translation_feedback.cjs","dev-tools",".cjs","144","10378",,"dev-tools/i18n/ingest_translation_feedback.cjs","B3D8224B8BFD6C6D04CA698FC0A9D7F99E2B6843F8D2FE4084904C75D2F18CA9"
"dev-tools/i18n/lang_pack_gap_report.cjs","dev-tools",".cjs","101","4002",,"dev-tools/i18n/lang_pack_gap_report.cjs","D553B6769A2E8C9BC0B1261F192FDC0DA87F16F7EA02D67A521D81AB68CAA023"
"dev-tools/i18n/lang_src_lib.cjs","dev-tools",".cjs","149","6701",,"dev-tools/i18n/lang_src_lib.cjs","CCBA7332FBDB57D80D5EE283CAABA32479D6CB0922144DA98147663E16F7C4BB"
"dev-tools/i18n/merge_cmd_keys.cjs","dev-tools",".cjs","85","4216",,"dev-tools/i18n/merge_cmd_keys.cjs","43248CC7ECBDC072BFEA4076E3A62BE4DC763C5F088052AB8649F308AB9F8619"
"dev-tools/i18n/merge_help_missing.cjs","dev-tools",".cjs","167","9656",,"dev-tools/i18n/merge_help_missing.cjs","5955B8213E4BE0B8FC9C4A4D06C425FED7F912178887E3BA2751624750946033"
"dev-tools/i18n/merge_missing_translations.cjs","dev-tools",".cjs","231","12059",,"dev-tools/i18n/merge_missing_translations.cjs","3B72A63374ED5780D4B6A11F3AB54C22AE8DE9148D22BB242D15DB75F3BAFB50"
"dev-tools/i18n/merge_namespace_keys.cjs","dev-tools",".cjs","231","13120",,"dev-tools/i18n/merge_namespace_keys.cjs","7DEA72271ABDFFF920FECF307CDDB797EB52ED9B404EA190FA2AC59A20599AFE"
"dev-tools/i18n/merge_stale_translations.cjs","dev-tools",".cjs","251","14303",,"dev-tools/i18n/merge_stale_translations.cjs","53353394973CC342A99F2FDF6B2DFD3923D2D4F493D5C832040C94F2F24BD4BF"
"dev-tools/i18n/purge_dead_orphans.cjs","dev-tools",".cjs","124","5148",,"dev-tools/i18n/purge_dead_orphans.cjs","EC6BF800371D6808D4CEC26E69B79A981AB79958784D71018C2CBF2B3C38757A"
"dev-tools/i18n/stem_tm_lookup.cjs","dev-tools",".cjs","60","3231",,"dev-tools/i18n/stem_tm_lookup.cjs","DB20281FE991E7BAECE1289716B17DE438522A69234FDEE959CE618858D31EC8"
"dev-tools/i18n/verify_orphans_full_repo.cjs","dev-tools",".cjs","130","5625",,"dev-tools/i18n/verify_orphans_full_repo.cjs","57367F4D1CEBA36118906E434EEEA91A640F2D2C905FC731E51FC8E5BADE8A76"
"dev-tools/inject_stem_keys.cjs","dev-tools",".cjs","35","2105",,"dev-tools/inject_stem_keys.cjs","027A5AD65C7418399CD40E584FDFAC775BCBE47194C60D32604ECFE69F8FC41F"
"dev-tools/nvda-harness/check_transcript.cjs","dev-tools",".cjs","39","1926",,"dev-tools/nvda-harness/check_transcript.cjs","21648B0D0221FABB2FF96462D5ABA718A3293685C387C4C176628E16E8425584"
"dev-tools/nvda-harness/diff_transcript.cjs","dev-tools",".cjs","132","5855",,"dev-tools/nvda-harness/diff_transcript.cjs","959A8553FE0D30A9E0DA284692745076349F232AE6A063CB871AAC2A14EC9DA8"
"dev-tools/nvda-harness/expected_announcements.cjs","dev-tools",".cjs","102","4816",,"dev-tools/nvda-harness/expected_announcements.cjs","3FD4146B403AAC2363B5E465CD18A295E55C1E2149D43CFC2DD260502640B6EA"
"dev-tools/pdf_calibration_ingest.cjs","dev-tools",".cjs","123","6257",,"dev-tools/pdf_calibration_ingest.cjs","9E0340BD3B256DC9167FCFE5E29E9DDE6A3DCB615DEF17D8CCBC9441B70925AB"
"dev-tools/phase2_diff_audit.js","dev-tools",".js","114","5000",,"dev-tools/phase2_diff_audit.js","5073C99EAD670E96A12E71C6F0BA3D9F6CDEEA3D24FBF761A4D0A0CE97C0640D"
"dev-tools/scan_group_t_calls.cjs","dev-tools",".cjs","34","1931",,"dev-tools/scan_group_t_calls.cjs","0D9EBD1FFB16B41F29FDABC8E7DB179C9E15CF77C55DAEE323C99E1A33B3C13D"
"dev-tools/scope_aware_dep_check.js","dev-tools",".js","173","7668",,"dev-tools/scope_aware_dep_check.js","F84F39AFAC95A2863655819B63A33CE8B53915DDD557B1110080A4978BF71FC5"
"dev-tools/stem_add_tdecl.cjs","dev-tools",".cjs","87","4453",,"dev-tools/stem_add_tdecl.cjs","170D5CC50F2E10B9B9BA3CA3B903F81FA284DD248C5AB7B35A1851C7E0E5BBCC"
"dev-tools/stem_extract_batch.cjs","dev-tools",".cjs","50","2659",,"dev-tools/stem_extract_batch.cjs","9DC98C2702C39376B0C70A8F69977DE84A14FD5A0DBBC3E0D47A334091DF3C7F"
"dev-tools/stem_extract_plan.cjs","dev-tools",".cjs","26","1709",,"dev-tools/stem_extract_plan.cjs","A364561CA39138053663481639033BFC93B8714C98537F8138D4B0660FF8BF0D"
"dev-tools/stem_extract_static.cjs","dev-tools",".cjs","210","12319",,"dev-tools/stem_extract_static.cjs","AB07241243B0F92BCD45F2D7C689BB0613BE18A8D290604BF2E21FCF7FF12A7B"
"dev-tools/stem_extract_tool.cjs","dev-tools",".cjs","200","10067",,"dev-tools/stem_extract_tool.cjs","A1255D99FD09E3D5F0A21BB910253C34DFBFD1150E39BBD5E962A317491B77BB"
"dev-tools/stem_fix_alias.cjs","dev-tools",".cjs","83","5189",,"dev-tools/stem_fix_alias.cjs","827B0D71F6BD375778C37D907582F651D63C62926CDCC82E1AEDF29354ACA028"
"dev-tools/stem_static_batch.cjs","dev-tools",".cjs","41","3221",,"dev-tools/stem_static_batch.cjs","BBCBCCA9BF0D10BC4090E80CBA72B8418A63D75D96FE6E1ED4DF64BDB9DE8BAB"
"dev-tools/stem_static_tally.cjs","dev-tools",".cjs","47","4432",,"dev-tools/stem_static_tally.cjs","805227E87D45A59F6578153F5FAB3454C50E618137761581F0E847ED5024B6CE"
"dev-tools/stem_string_inventory.cjs","dev-tools",".cjs","159","8722",,"dev-tools/stem_string_inventory.cjs","E9DE4849C4F16B442844857451A2F84FC9B3831BE61D32A94A514841BA7E669D"
"dev-tools/stem_tdecl_audit.cjs","dev-tools",".cjs","44","3139",,"dev-tools/stem_tdecl_audit.cjs","9DEEDA49CB6528472AF14F8329A8228F3CE5C51CB0B80E86CC9C29D3CE28452E"
"dev-tools/stem_tdecl_batch.cjs","dev-tools",".cjs","55","3250",,"dev-tools/stem_tdecl_batch.cjs","94D8BE1D27FD24F2F05EAE8EF0CA2149CB6F1922DFAD80395E88F33EEB44C261"
"dev-tools/stem_tdecl_resolve_audit.cjs","dev-tools",".cjs","47","2823",,"dev-tools/stem_tdecl_resolve_audit.cjs","09C5AC682731E67FF68E4DD0DE3E13DE0A338A1DF4975C6D8C66BDB0C87993FB"
"dev-tools/update_lang_manifest.cjs","dev-tools",".cjs","93","3612",,"dev-tools/update_lang_manifest.cjs","3D44A257DAAD0E325FCC61E592049DDB9B6008F496F98127D7B43084790777CB"
"dev-tools/verapdf_diff.cjs","dev-tools",".cjs","176","9409",,"dev-tools/verapdf_diff.cjs","F62464888C098131475B53A996CE64B95CEACF302255CD970B40616F4EF78BBB"
"dev-tools/verify_all.cjs","dev-tools",".cjs","411","21283",,"dev-tools/verify_all.cjs","8A0DDC3C8AE59AA3740C18E7C34B029D3B9A7E0CAA5D63F67054BED8C8D4BC22"
"dev-tools/verify_extraction.cjs","dev-tools",".cjs","209","8231",,"dev-tools/verify_extraction.cjs","7F53B4C0D8711067224A2CCA7B158DA4345B364365EEA8070AD51223D924555E"
"dev-tools/verify_module_registry.cjs","dev-tools",".cjs","343","17282",,"dev-tools/verify_module_registry.cjs","E599178A004B2C84BE60FA232C7B9872C6701B9D1262807E2E4D403D4F624ABE"
"dev-tools/verify_module_registry_runtime.cjs","dev-tools",".cjs","420","20946",,"dev-tools/verify_module_registry_runtime.cjs","B851C9731395375809F4DFE65931103744D0DCF3CA0B05721ABAABFD435ED80E"
"dev-tools/verify_view_props.cjs","dev-tools",".cjs","225","8914",,"dev-tools/verify_view_props.cjs","7F9C23294E040E700080890B6A0AEBB7ECEA5DA891CB22D02F31841121BA594A"
